Alias,Name
beatsdataset/HardcoreHardTechno/HardcoreHardTechno057,Kai Pattenberg - DOT (Original Mix)-8483758.mp3
beatsdataset/HardcoreHardTechno/HardcoreHardTechno058,Kai Pattenberg - Ghost Modus (Ant Brooks Remix)-8513599.mp3
beatsdataset/HardcoreHardTechno/HardcoreHardTechno059,Luigi Monty - Fusion Time (Josement Remix)-8005737.mp3
beatsdataset/HardcoreHardTechno/HardcoreHardTechno060,Marcello Perri - Lemon Drop (D.A.V.E The Drummer Remix)-8496344.mp3
beatsdataset/HardcoreHardTechno/HardcoreHardTechno061,Marcello Perri - Lemon Drop (Original Mix)-8496342.mp3
beatsdataset/HardcoreHardTechno/HardcoreHardTechno062,"Marcello Perri, D.A.V.E The Drummer - She Really Has It (Original Mix)-8176293.mp3"
beatsdataset/HardcoreHardTechno/HardcoreHardTechno063,Mark EG - Voice To Life (TKNO Remix)-8564908.mp3
beatsdataset/HardcoreHardTechno/HardcoreHardTechno064,Mark Greene - Blindside (Original Mix)-8340346.mp3
beatsdataset/HardcoreHardTechno/HardcoreHardTechno065,Mark Greene - Ghost (Pappenheimer Remix)-8602524.mp3
beatsdataset/HardcoreHardTechno/HardcoreHardTechno066,Mark Greene - We're Not Leaving (Original Mix)-8340345.mp3
beatsdataset/HardcoreHardTechno/HardcoreHardTechno067,"Mark Rey, Rabent - Crystal Head (Original Mix)-8567861.mp3"
beatsdataset/HardcoreHardTechno/HardcoreHardTechno068,"Mark Sherry, Gene Karz - Global Eclipse (HP Source Remix)-8340089.mp3"
beatsdataset/HardcoreHardTechno/HardcoreHardTechno069,"Mark Sherry, Gene Karz - Spacewarp (Darmec Remix)-8199428.mp3"
beatsdataset/HardcoreHardTechno/HardcoreHardTechno070,Matt Morra - Salted Bomb (Lukas Freymuth Remix)-8280453.mp3
beatsdataset/HardcoreHardTechno/HardcoreHardTechno071,Matt Mus - Loisium (Original Mix)-7574540.mp3
beatsdataset/HardcoreHardTechno/HardcoreHardTechno072,"Matt Mus, Pappenheimer - Break (Original Mix)-8130164.mp3"
beatsdataset/HardcoreHardTechno/HardcoreHardTechno073,"Matt Mus, Pappenheimer - Drop (Original Mix)-8130163.mp3"
beatsdataset/HardcoreHardTechno/HardcoreHardTechno074,Mono Voice - Protokoll (D.A.V.E The Drummer Remix)-8455174.mp3
beatsdataset/HardcoreHardTechno/HardcoreHardTechno075,Old Riders - Phobia (Hellitare Remix)-8251691.mp3
beatsdataset/HardcoreHardTechno/HardcoreHardTechno076,Otin - Black Memory (Disastar Remix)-8533083.mp3
beatsdataset/HardcoreHardTechno/HardcoreHardTechno077,Otin - Black Memory (Timao Remix)-8533084.mp3
beatsdataset/HardcoreHardTechno/HardcoreHardTechno078,"Otin, D.N.S, Brainfist - Veteran (Original Mix)-8574879.mp3"
beatsdataset/HardcoreHardTechno/HardcoreHardTechno079,Paralytic - 808war (A.P.T.A Remix)-8578941.mp3
beatsdataset/HardcoreHardTechno/HardcoreHardTechno080,Paralytic - 808war (Silvano Scarpetta Remix)-8578940.mp3
beatsdataset/HardcoreHardTechno/HardcoreHardTechno081,"Peat Noise, Bekkar - Scopperloit (Sopik, Screamer Remix)-8459096.mp3"
beatsdataset/HardcoreHardTechno/HardcoreHardTechno082,Remco Beekwilder - Irregular Acid (Original Mix)-5494268.mp3
beatsdataset/HardcoreHardTechno/HardcoreHardTechno083,ROBUST Techno - Lunar Eclipse (Original Mix)-8501658.mp3
beatsdataset/HardcoreHardTechno/HardcoreHardTechno084,Ronny Vergara - Extrapolation (Dolby D & Matt Mus Remix)-7493223.mp3
beatsdataset/HardcoreHardTechno/HardcoreHardTechno085,Sin Sin - Soulkill (DARMEC Remix)-8010121.mp3
beatsdataset/HardcoreHardTechno/HardcoreHardTechno086,"Sirch, William Kiss - Delhi (Original Mix)-7439445.mp3"
beatsdataset/HardcoreHardTechno/HardcoreHardTechno087,Solaxid - Locked Door (D.A.V.E The Drummer Remix)-8571987.mp3
beatsdataset/HardcoreHardTechno/HardcoreHardTechno088,Steve Shaden - Criminal (Original Mix)-8049696.mp3
beatsdataset/HardcoreHardTechno/HardcoreHardTechno089,Steve Shaden - Dark Shade (Original Mix)-8279947.mp3
beatsdataset/HardcoreHardTechno/HardcoreHardTechno090,Strobe - Degraded (Original Mix)-8509392.mp3
beatsdataset/HardcoreHardTechno/HardcoreHardTechno091,Strobe - Dynabrain (Original Mix)-8509393.mp3
beatsdataset/HardcoreHardTechno/HardcoreHardTechno092,Strobetech - Disturbed (Original Mix)-7704059.mp3
beatsdataset/HardcoreHardTechno/HardcoreHardTechno093,The Reactivitz - Kharma (Darmec Remix)-7907423.mp3
beatsdataset/HardcoreHardTechno/HardcoreHardTechno094,Tim Wittig - Darkness (Chris Masc Remix)-8482087.mp3
beatsdataset/HardcoreHardTechno/HardcoreHardTechno095,Tonikattitude - Armageddon (D.N.S Remix)-8384431.mp3
beatsdataset/HardcoreHardTechno/HardcoreHardTechno096,Valerio Panizio - Sentence (Hell Driver Remix)-8485032.mp3
beatsdataset/HardcoreHardTechno/HardcoreHardTechno097,Valerio Panizio - Sentence (Original Mix)-8485031.mp3
beatsdataset/HardcoreHardTechno/HardcoreHardTechno098,Volodia Rizak - Wedge (Sasha Romaniuk Remix)-8491838.mp3
beatsdataset/HardcoreHardTechno/HardcoreHardTechno099,Wisna - Wolf (Original Mix)-8602529.mp3
beatsdataset/HardcoreHardTechno/HardcoreHardTechno100,YROR - Everybody (Original Mix)-8526814.mp3
beatsdataset/HardDance/HardDance001,50 Hz - By Your Side (Original Mix)-8488067.mp3
beatsdataset/HardDance/HardDance002,Activator - Let the Bodies Hit the Floor _ Bodies (Francesco Zeta Remix)-8350695.mp3
beatsdataset/HardDance/HardDance003,Adrenalize - Robot Love (Original Mix)-8574481.mp3
beatsdataset/HardDance/HardDance004,Alex Kidd - Bitches (Original Mix)-8540619.mp3
beatsdataset/HardDance/HardDance005,Allan E - Masters Of Bass (Original Mix)-8348447.mp3
beatsdataset/HardDance/HardDance006,Anderex - Psykotic (Original Mix)-8593766.mp3
beatsdataset/HardDance/HardDance007,ANDY SVGE - Gravity (Pro Mix)-8573638.mp3
beatsdataset/HardDance/HardDance008,Angelz - ATBWFM (Original Mix)-8230704.mp3
beatsdataset/HardDance/HardDance009,anubasu-anubasu - Unbelievable (Original Mix)-8571444.mp3
beatsdataset/HardDance/HardDance010,"Armin van Buuren, Human Resource - Dominator (Bass Modulators Extended Remix)-8529828.mp3"
beatsdataset/HardDance/HardDance011,"Atmozfears, Audiotricz - Raise Your Hands (Original Mix)-5911000.mp3"
beatsdataset/HardDance/HardDance012,"Atmozfears, Audiotricz - What About Us (Original Mix)-8541628.mp3"
beatsdataset/HardDance/HardDance013,"Atmozfears, David Spekter - Release feat. David Spekter (Original Mix)-6757215.mp3"
beatsdataset/HardDance/HardDance014,Audiotricz - Inception (Pro Mix)-8573702.mp3
beatsdataset/HardDance/HardDance015,Avi8 - The Forgotten Star (Macks Wolf & Clarkey Remix)-8516065.mp3
beatsdataset/HardDance/HardDance016,B.R.K - Dance to the House (Cally Remix)-8618171.mp3
beatsdataset/HardDance/HardDance017,Bass Modulators - Let it Move Ya (Extended Mix)-8462527.mp3
beatsdataset/HardDance/HardDance018,Brohug - In The Morning (Original Mix)-8175550.mp3
beatsdataset/HardDance/HardDance019,"Clive King, FREESTYLE MANIACS - Love You More (Original Mix)-8490577.mp3"
beatsdataset/HardDance/HardDance020,"Clowny, Bezza - Gert Lush (Original Mix)-8453377.mp3"
beatsdataset/HardDance/HardDance021,Coone - Love For The Game (Extended Mix)-7237381.mp3
beatsdataset/HardDance/HardDance022,Coone - Rise Of The Celestials (Qlimax Anthem 2016) (Pro Mix)-8475139.mp3
beatsdataset/HardDance/HardDance023,Crisis Era - Mosh Pit (Original Mix)-8542261.mp3
beatsdataset/HardDance/HardDance024,Cyber - Perception (Pro Mix)-8573648.mp3
beatsdataset/HardDance/HardDance025,Da Tweekaz - Hewwego (Darren Styles Remix)-7882984.mp3
beatsdataset/HardDance/HardDance026,Da Tweekaz - Tequila (Original Mix)-8386874.mp3
beatsdataset/HardDance/HardDance027,Dailucia - Beneath The Rising Sun (Hard Remix)-8602433.mp3
beatsdataset/HardDance/HardDance028,Dailucia - Beneath The Rising Sun (Original Mix)-8602432.mp3
beatsdataset/HardDance/HardDance029,"Dario Synth, Anto - Without You (The Un4given Remix)-8558798.mp3"
beatsdataset/HardDance/HardDance030,"Dave Castellano, DjFatSteve - AK-47 (Original Mix)-8426013.mp3"
beatsdataset/HardDance/HardDance031,Deako - Run 2 You (Original Mix)-8450276.mp3
beatsdataset/HardDance/HardDance032,"Deetox, Rebelion - Within Me (Original Mix)-8543249.mp3"
beatsdataset/HardDance/HardDance033,"Dimitri Vegas, Like Mike - Stay A While (Ummet Ozcan Remix)-8124200.mp3"
beatsdataset/HardDance/HardDance034,Dustycloud - Blind (Original Mix)-8222276.mp3
beatsdataset/HardDance/HardDance035,Energy Syndicate - Gonna Fly (RVRS Bass Mix)-7969576.mp3
beatsdataset/HardDance/HardDance036,"Eufeion, Frikshon - Concrete Jungle (Original Mix)-8504698.mp3"
beatsdataset/HardDance/HardDance037,Ezenia - We Will Never Die (Original Mix)-8589393.mp3
beatsdataset/HardDance/HardDance038,FMNT - Elite Remastered (Original Mix)-8483388.mp3
beatsdataset/HardDance/HardDance039,"Gammer, Dougal - Shoulder Lock (Original Mix)-7918697.mp3"
beatsdataset/HardDance/HardDance040,Groove Control - Protect Your Mind (Original Mix)-8478536.mp3
beatsdataset/HardDance/HardDance041,"Hardwell, Harrison - Sally feat. Harrison (Frontliner Remix)-7383630.mp3"
beatsdataset/HardDance/HardDance042,Hotchkiss - Reflections (Original Mix)-8593812.mp3
beatsdataset/HardDance/HardDance043,"Infexious, Jakka-B - Hardcore Suckas (Original Mix)-8490405.mp3"
beatsdataset/HardDance/HardDance044,J-Mac - Zulu (Original Mix)-8431501.mp3
beatsdataset/HardDance/HardDance045,Joy Kitikonti - Joyenergizer (Original Mix)-1848541.mp3
beatsdataset/HardDance/HardDance046,"JTS, Harri Rush - Forever (Original Mix)-8444422.mp3"
beatsdataset/HardDance/HardDance047,Kayzo - Born Again (Darren Styles & Gammer Remix)-8481205.mp3
beatsdataset/HardDance/HardDance048,Kayzo - Can't Stop (Original Mix)-7905089.mp3
beatsdataset/HardDance/HardDance049,Kayzo - Welcome to the Doghouse (Original Mix)-7905477.mp3
beatsdataset/HardDance/HardDance050,"Klubfiller, Infexious, Bassline Animals - ill Behaviour (Original Mix)-8336812.mp3"
beatsdataset/HardDance/HardDance051,Le Shuuk - Infinity (Zatox Remix)-8451724.mp3
beatsdataset/HardDance/HardDance052,Loge21 - Drop That (Original Mix)-7913810.mp3
beatsdataset/HardDance/HardDance053,"Luminite, Mc Focus - #FearTheGear (Suppression Anthem) (Original Mix)-8495130.mp3"
beatsdataset/HardDance/HardDance054,Malaa - Frequency 75 (Original Mix)-8154487.mp3
beatsdataset/HardDance/HardDance055,Mandy - Here We Go (Extended Mix)-8540598.mp3
beatsdataset/HardDance/HardDance056,Mike Nero - Smiling Faces (Persian Raver Remix)-8513246.mp3
beatsdataset/HardDance/HardDance057,"MKN, DJ Y.O.Z. - Reversed The Bass (DJ Mix)-7526450.mp3"
beatsdataset/HardDance/HardDance058,"Mr. Vegas, Lady Bee, Noise Cans - Bucka (feat. Mr. Vegas) (Max Enforcer Remix)-7754420.mp3"
beatsdataset/HardDance/HardDance059,Noisecontrollers - Savannah (Pro Mix)-8446491.mp3
beatsdataset/HardDance/HardDance060,"Noisecontrollers, Bass Modulators - Holding On (Pro Mix)-8098582.mp3"
beatsdataset/HardDance/HardDance061,"Paradise, Da Tweekaz, Code Black - See The Light (Extended Mix)-8297494.mp3"
beatsdataset/HardDance/HardDance062,Paul Elstak - Luv U More (Da Tweekaz Remix) (Extended Mix)-8479096.mp3
beatsdataset/HardDance/HardDance063,Phantom - All To You (Original Mix)-8545352.mp3
beatsdataset/HardDance/HardDance064,"Pherato, Navras - Mushrooms (Original Mix)-8518876.mp3"
beatsdataset/HardDance/HardDance065,Phil Mackintosh - Hit The Floor (Original Mix)-8489336.mp3
beatsdataset/HardDance/HardDance066,Plus System - Never Gonna Die (Original Mix)-8482810.mp3
beatsdataset/HardDance/HardDance067,Re-Mind - Nothing Wrong (Original Mix)-8432869.mp3
beatsdataset/HardDance/HardDance068,Rockerman - The Sun Will Shine For You (Original Mix)-8554940.mp3
beatsdataset/HardDance/HardDance069,Scott Brown - Enlightened (M-Project Remix)-8504800.mp3
beatsdataset/HardDance/HardDance070,"Scott Brown, Al Storm - Run To Me (M-Project Remix)-8125214.mp3"
beatsdataset/HardDance/HardDance071,"Scott Brown, Re-Style, Ceci - I Go Crazy feat. Ceci (Original Mix)-8195459.mp3"
beatsdataset/HardDance/HardDance072,Seek N Destroy - Mother Of Dragons (Defqon.1 Australia 2016 White OST) (Pro Mix)-8565005.mp3
beatsdataset/HardDance/HardDance073,"Steve Aoki, Adam Lambert, Felix Jaehn - Can't Go Home feat. Adam Lambert (Noisecontrollers Remix)-8297911.mp3"
beatsdataset/HardDance/HardDance074,"Steve Hill, Energy Syndicate - In the Zone (Original Mix)-8618378.mp3"
beatsdataset/HardDance/HardDance075,"Steve Hill, Luca Antolini, Francesco Zeta - Tanzen (Original Mix)-8137187.mp3"
beatsdataset/HardDance/HardDance076,Stonebank - The Only One (feat. Ben Clark) (Original Mix)-8391799.mp3
beatsdataset/HardDance/HardDance077,Stonebank - Who's Got Your Love (Original Mix)-8243009.mp3
beatsdataset/HardDance/HardDance078,"Technikore, Emi - Another World (Original Mix)-8490544.mp3"
beatsdataset/HardDance/HardDance079,"Technikore, JTS - Worlds Collide (Original Mix)-8425115.mp3"
beatsdataset/HardDance/HardDance080,"Technoboy, Showtek, Tuneboy - Mellow (Extended Mix)-8169935.mp3"
beatsdataset/HardDance/HardDance081,"Technoboy, Tuneboy, Isaac - Digital Nation (Original Mix)-5870621.mp3"
beatsdataset/HardDance/HardDance082,"The Chainsmokers, Daya - Don't Let Me Down (Hardwell & Sephyx Remix - Extended)-7946178.mp3"
beatsdataset/HardDance/HardDance083,"The Chainsmokers, Daya - Don't Let Me Down (W&W Remix)-7842380.mp3"
beatsdataset/HardDance/HardDance084,"The Chainsmokers, Daya - Don't Let Me Down (W&W Remix)-8172519.mp3"
beatsdataset/HardDance/HardDance085,The Melodyst - Rocket (Original Mix)-8565368.mp3
beatsdataset/HardDance/HardDance086,"The Prophet, Rob Gee - Hunt You Down (Original Mix)-8545698.mp3"
beatsdataset/HardDance/HardDance087,"TNT, Brennan Heart - It's My Style (Original Mix)-8381111.mp3"
beatsdataset/HardDance/HardDance088,"TNT, Popr3b3l - I'm Raving (Darren Styles Remix Extended)-8528507.mp3"
beatsdataset/HardDance/HardDance089,"Toneshifterz, Code Black, Audiofreq - Dragonblood (Defqon.1 Australia Anthem 2016) (Pro Mix)-8363348.mp3"
beatsdataset/HardDance/HardDance090,Transfarmers - Here We Go Again 2016 (Pro Mix)-8602606.mp3
beatsdataset/HardDance/HardDance091,"Transfarmers, Mc The Russian - Impact (Pro Mix)-8602604.mp3"
beatsdataset/HardDance/HardDance092,"Tritonal, Shanahan, Chris Ramos - This Is Love (Kayzo Remix)-7952657.mp3"
beatsdataset/HardDance/HardDance093,"Ummet Ozcan, Dimitri Vegas, Like Mike, Steve Aoki - Melody (Coone Extended Remix)-8094516.mp3"
beatsdataset/HardDance/HardDance094,"Vegas, Wasted Penguinz - Wait For You feat. Vegas (Extended Version)-5874340.mp3"
beatsdataset/HardDance/HardDance095,"Warface, Rebelion - Pushing Boundaries (Original Mix)-8543251.mp3"
beatsdataset/HardDance/HardDance096,Wasted Penguinz - Make It One Day (Extended Mix)-8652167.mp3
beatsdataset/HardDance/HardDance097,"Wasted Penguinz, Crisis Era - Take Me Away (Original Mix)-8475194.mp3"
beatsdataset/HardDance/HardDance098,Wave Pressure - Back To You (Extended Mix)-8540600.mp3
beatsdataset/HardDance/HardDance099,Wildstylez - Encore (Pro Mix)-8573644.mp3
beatsdataset/HardDance/HardDance100,"Zatox, Brennan Heart - God Complex (Original Mix)-8565863.mp3"
beatsdataset/HipHop/HipHop001,2¢ - All Out (Original Mix)-8439943.mp3
beatsdataset/HipHop/HipHop002,A Tribe Called Quest - The Space Program (Original Mix)-8606669.mp3
beatsdataset/HipHop/HipHop003,A Tribe Called Quest - We The People.... (Original Mix)-8606671.mp3
beatsdataset/HipHop/HipHop004,"Afrojack, Ty Dolla Sign - Gone (feat. Ty Dolla Sign) (Original Mix)-8242944.mp3"
beatsdataset/HipHop/HipHop005,"Alvaro, FIGHT CLVB - Wildlife (Original Mix)-8365028.mp3"
beatsdataset/HipHop/HipHop006,"ASAP ROCKY, Mura Masa - LoveSick (Original Mix)-8450054.mp3"
beatsdataset/HipHop/HipHop007,Baauer - Paauer (Original Mix)-8488526.mp3
beatsdataset/HipHop/HipHop008,"Baauer, C.Z. - How Can You Tell When It's Done  (Original Mix)-8418501.mp3"
beatsdataset/HipHop/HipHop009,Badklaat - Bus Dem Sound (Original Mix)-8572945.mp3
beatsdataset/HipHop/HipHop010,Basherno - Kick (Original Mix)-8538551.mp3
beatsdataset/HipHop/HipHop011,"Benny Benassi, The Biz - Satisfaction (RL Grime Remix)-4432961.mp3"
beatsdataset/HipHop/HipHop012,"BrainDead, the Kemist - Incredible (Original Mix)-8532453.mp3"
beatsdataset/HipHop/HipHop013,"Calvin Harris, Disciples - How Deep Is Your Love (DJ Snake Remix)-7003815.mp3"
beatsdataset/HipHop/HipHop014,Candylx - Get My Gun (Original Mix)-8144724.mp3
beatsdataset/HipHop/HipHop015,"Cazzette, AronChupa, The High - She Wants Me Dead (feat. The High) (Extended Mix)-7919586.mp3"
beatsdataset/HipHop/HipHop016,"D-John, Bailo - Versace (Original Mix)-8200596.mp3"
beatsdataset/HipHop/HipHop017,"D-Wayne, Jack McManus - Love Again feat. Jack McManus (Roger Melo & Valentine Remix)-8565101.mp3"
beatsdataset/HipHop/HipHop018,"David Guetta, Fat Joe, GLOWINTHEDARK, Remy Ma - All The Way Up (Remix)  (feat. French Montana & Infared) (Original Mix)-8022691.mp3"
beatsdataset/HipHop/HipHop019,Dead Exit - Fright Night (Original Mix)-8561059.mp3
beatsdataset/HipHop/HipHop020,"Diplo, Skrillex, Justin Bieber, Jack Ü - Where Are Ü Now (with Justin Bieber) (Marshmello Remix)-8607152.mp3"
beatsdataset/HipHop/HipHop021,Dirty Audio - Gorilla Glue (Original Mix)-8391805.mp3
beatsdataset/HipHop/HipHop022,"Dirty Audio, Rickyxsan - Gettin' That (Original Mix)-7873430.mp3"
beatsdataset/HipHop/HipHop023,Distance - Badman feat. Killa P (Original Mix)-8419188.mp3
beatsdataset/HipHop/HipHop024,DJ Snake - Propaganda (Original Mix)-7667159.mp3
beatsdataset/HipHop/HipHop025,"DJ Snake, Lil Jon - Turn Down for What (Original Mix)-5035524.mp3"
beatsdataset/HipHop/HipHop026,"DJ Snake, Skrillex - Sahara (Original Mix)-8248351.mp3"
beatsdataset/HipHop/HipHop027,"Emme, Erotic Cafe - Need U (Original Mix)-8584961.mp3"
beatsdataset/HipHop/HipHop028,Eptic - What Have You Done (Original Mix)-8030574.mp3
beatsdataset/HipHop/HipHop029,Fabian Mazur - Make It Bounce  (Original Mix)-8510957.mp3
beatsdataset/HipHop/HipHop030,Fergie - M.I.L.F. $ (Slushii Remix)-8398242.mp3
beatsdataset/HipHop/HipHop031,Fixate - Rickety Cricket (Original Mix)-8487968.mp3
beatsdataset/HipHop/HipHop032,"Flirta D, Scrufizzer, Stormin, Harry Shotta Show - Back in the Room feat. Scrufizzer, Stormin & Flirta D (Original Mix)-8400025.mp3"
beatsdataset/HipHop/HipHop033,"Flosstradamus, NGHTMRE - Lighters Up (Original Mix)-7312397.mp3"
beatsdataset/HipHop/HipHop034,"Flosstradamus, TroyBoi - Soundclash (Original Mix)-6282262.mp3"
beatsdataset/HipHop/HipHop035,Fresh Til Death - Make up Your Mind Feat. Rachel Costanzo (Original Mix)-8584949.mp3
beatsdataset/HipHop/HipHop036,Gayvarovsky - Poison (Original Mix)-8534572.mp3
beatsdataset/HipHop/HipHop037,Getter - Cool as Frick (Original Mix)-8338228.mp3
beatsdataset/HipHop/HipHop038,Getter - Rip N Dip (Kill The Noise Remix)-8197973.mp3
beatsdataset/HipHop/HipHop039,"Getter, Adair, Georgia Ku - Blood (feat. Georgia Ku) (Original Mix)-7718761.mp3"
beatsdataset/HipHop/HipHop040,Gitchii - OWM (Soslo Remix)-8573637.mp3
beatsdataset/HipHop/HipHop041,"Gladiator, Tommy Trash - Come Get It (Original Mix)-8601492.mp3"
beatsdataset/HipHop/HipHop042,"GTA, IAMSU - Contract (feat. Iamsu) (Original Mix)-8427220.mp3"
beatsdataset/HipHop/HipHop043,"GTA, Vince Staples - Little Bit of This (feat. Vince Staples) (Original Mix)-8363722.mp3"
beatsdataset/HipHop/HipHop044,"GTA, Vince Staples - Little Bit of This (feat. Vince Staples) (Original Mix)-8427215.mp3"
beatsdataset/HipHop/HipHop045,"Gucci Mane, Rae Sremmurd - Black Beatles (Original Mix)-8272029.mp3"
beatsdataset/HipHop/HipHop046,HeRobust - Bottle Swervice (Original Mix)-7569005.mp3
beatsdataset/HipHop/HipHop047,HeRobust - Dirty Work (Barely Alive Remix)-8347856.mp3
beatsdataset/HipHop/HipHop048,"HeRobust, Snails - Pump This (Getter Remix)-6970257.mp3"
beatsdataset/HipHop/HipHop049,"I.Y.F.F.E, TYNVN - Hell Hound (Original Mix)-8548463.mp3"
beatsdataset/HipHop/HipHop050,"Jauz, San Holo - OK! (Original Mix)-8484482.mp3"
beatsdataset/HipHop/HipHop051,Jroll - Make Dat Ass Feat. Keno (Original Mix)-8584964.mp3
beatsdataset/HipHop/HipHop052,"Julius C., Lloyd Grand - FORGE (Original Mix)-8573611.mp3"
beatsdataset/HipHop/HipHop053,Junglebae - Backwardz (Original Mix)-7754552.mp3
beatsdataset/HipHop/HipHop054,"Justin Prime, We Are Loud - Drowning (Blinders Remix)-8582749.mp3"
beatsdataset/HipHop/HipHop055,LAXX - Hardcore (Original Mix)-8564180.mp3
beatsdataset/HipHop/HipHop056,"Lookas, CrankDat - Game Over (Original Mix)-8036281.mp3"
beatsdataset/HipHop/HipHop057,"LOUDPVCK, NGHTMRE - Click Clack (Original Mix)-8400794.mp3"
beatsdataset/HipHop/HipHop058,Marshmello - Alone (Original Mix)-7933943.mp3
beatsdataset/HipHop/HipHop059,"Mayhem, AntiSerum, MACTurnUp - Breaking In (Ft MACTurnUp) (Bro Safari Remix)-8381110.mp3"
beatsdataset/HipHop/HipHop060,"Mayhem, UZ - Amazon (Original Mix)-8527634.mp3"
beatsdataset/HipHop/HipHop061,Myro - Talk to Me (Oolacile Remix)-8603151.mp3
beatsdataset/HipHop/HipHop062,"O5CAR, Enschway - Pushup (Original Mix)-8557154.mp3"
beatsdataset/HipHop/HipHop063,"Okzharp, Manthe Ribane - Teleported (Original Mix)-8420001.mp3"
beatsdataset/HipHop/HipHop064,Oski - Flex (Original Mix)-8465321.mp3
beatsdataset/HipHop/HipHop065,Oski - Super Hot (Original Mix)-8465319.mp3
beatsdataset/HipHop/HipHop066,P Money - Gunfingers feat. JME and Wiley (Original Mix)-8530648.mp3
beatsdataset/HipHop/HipHop067,Part Native - Booty Dew (Original Mix)-8544580.mp3
beatsdataset/HipHop/HipHop068,Party Favor - Bust 'Em (Original Mix)-7842672.mp3
beatsdataset/HipHop/HipHop069,"Party Favor, Fly Boi Keno - Booty Loose (feat. Fly Boi Keno) (Original Mix)-6862823.mp3"
beatsdataset/HipHop/HipHop070,"Petey Pablo, ETC!ETC!, Corporate Slackrs - Raise Up (feat. Petey Pablo) (Original Mix)-8330398.mp3"
beatsdataset/HipHop/HipHop071,Quix - The Cut (Original Mix)-8530519.mp3
beatsdataset/HipHop/HipHop072,"Richie Loop, Henry Fong - Drop It Down Low (feat. Richie Loop) (Original Mix)-8184832.mp3"
beatsdataset/HipHop/HipHop073,"Rick Ross, Skrillex - Purple Lamborghini (Original Mix)-8223570.mp3"
beatsdataset/HipHop/HipHop074,RL Grime - Core (Original Mix)-5595596.mp3
beatsdataset/HipHop/HipHop075,"RL Grime, Big Sean - Kingpin (feat. Big Sean) (Wuki Remix)-6587996.mp3"
beatsdataset/HipHop/HipHop076,"Sage The Gemini, Migos, TWRK, Sayyi - Hands on It (feat. Migos, Sage the Gemini & Sayyi) (Original Mix)-8610268.mp3"
beatsdataset/HipHop/HipHop077,"Shiftee, Svpreme Ink - Go Preemee (feat. Svpreme Ink) (Original Mix)-8462656.mp3"
beatsdataset/HipHop/HipHop078,"Skrillex, Valentino Khan, Kstylis - Slam Dunk (feat. Kstylis) (Original Mix)-8197972.mp3"
beatsdataset/HipHop/HipHop079,"Skrillex, What So Not, RL Grime - Waiting (Original Mix)-8548027.mp3"
beatsdataset/HipHop/HipHop080,"Skrillex, Wiwek, Elliphant - Killa (feat. Elliphant) (Boombox Cartel & Aryay Remix)-8172237.mp3"
beatsdataset/HipHop/HipHop081,"Skrillex, Wiwek, Elliphant - Killa (feat. Elliphant) (Original Mix)-7667591.mp3"
beatsdataset/HipHop/HipHop082,Slander - Dead (KLAXX Remix)-8597291.mp3
beatsdataset/HipHop/HipHop083,Slander - Dead (NGHTMRE Remix)-8597287.mp3
beatsdataset/HipHop/HipHop084,Slander - Dead (Original Mix)-8597284.mp3
beatsdataset/HipHop/HipHop085,Slander - Dead (SAYMYNAME REMIX)-8597289.mp3
beatsdataset/HipHop/HipHop086,Slander - Dead (YOOKiE Remix)-8597290.mp3
beatsdataset/HipHop/HipHop087,"Slander, Wavz - Love Again (feat. WAVZ) (Original Mix)-8597283.mp3"
beatsdataset/HipHop/HipHop088,"Slander, YOOKIE, Jinzo - After All Ft. Jinzo (Original Mix)-8516739.mp3"
beatsdataset/HipHop/HipHop089,Snavs - Freakshow (Original Mix)-8500884.mp3
beatsdataset/HipHop/HipHop090,"Snowy, Massappeals - Do _ Donts (Original Mix)-8530384.mp3"
beatsdataset/HipHop/HipHop091,Stooki Sound - Endz (Original Mix)-8298030.mp3
beatsdataset/HipHop/HipHop092,"Sweetie Irie, Kideko, George Kwali, Nadia Rose - Crank It (Woah!) (Radio Edit)-8577362.mp3"
beatsdataset/HipHop/HipHop093,The Galaxy - Turn Day Turn Night (Original Mix)-8557455.mp3
beatsdataset/HipHop/HipHop094,The Nod - War Boi (Original Mix)-8516951.mp3
beatsdataset/HipHop/HipHop095,"Tommy Trash, Quix, TAISUN - IOUE (QUIX Remix)-8546523.mp3"
beatsdataset/HipHop/HipHop096,"Unlike Pluto, Michelle Buzz - Show Me Love (feat. Michelle Buzz) (Original Mix)-8474694.mp3"
beatsdataset/HipHop/HipHop097,"Wiley, Devlin - Bring Them All _ Holy Grime (feat. Devlin) (Original Mix)-8484333.mp3"
beatsdataset/HipHop/HipHop098,"Wretch 32, Anne-Marie, PRGRSHN - Alright With Me feat. Anne-Marie feat. PRGRSHN (Sonny Fodera Remix)-7430262.mp3"
beatsdataset/HipHop/HipHop099,"Yellow Claw, Yade Lauren - Love & War (feat. Yade Lauren) (Original Mix)-8520187.mp3"
beatsdataset/HipHop/HipHop100,Zomboy - Terror Squad (Bro Safari & Ricky Remedy Remix)-6591969.mp3
beatsdataset/House/House001,"Alaia & Gallo, Kevin Haden - Who Is He feat. Kevin Haden (Claptone Remix)-8525874.mp3"
beatsdataset/House/House002,Alex Guesta - I Will Survive (How Important Is The Ganja)-8464045.mp3
beatsdataset/House/House003,Alex Kenji - No Party (Original Mix)-8500616.mp3
